Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
33957,,,16-11-2023 00:00,Patna,221,ASSAULT,58,F,Poison,Violent Crime,8,No,,2023,
33958,,,16-11-2023 19:33,Srinagar,556,IDENTITY THEFT,55,M,Poison,Violent Crime,12,Yes,2023-12-08,2023,21.0
33959,,,16-11-2023 06:46,Mumbai,211,VEHICLE - STOLEN,70,F,Poison,Violent Crime,12,No,,2023,
33960,,,16-11-2023 12:07,Ghaziabad,554,ASSAULT,36,F,Firearm,Violent Crime,14,No,,2023,
33961,,,16-11-2023 15:11,Patna,496,SHOPLIFTING,18,F,Explosives,Other Crime,19,Yes,2023-11-27,2023,11.0
33962,,,17-11-2023 00:38,Surat,526,CYBERCRIME,52,F,Explosives,Other Crime,14,No,,2023,
33963,,,16-11-2023 03:47,Hyderabad,328,DRUG OFFENSE,57,M,Explosives,Other Crime,1,Yes,2024-02-07,2023,83.0
33964,,,17-11-2023 00:35,Delhi,572,TRAFFIC VIOLATION,11,F,Explosives,Traffic Fatality,6,Yes,2023-11-21,2023,4.0
33965,,,16-11-2023 16:26,Pune,113,EXTORTION,65,M,Explosives,Other Crime,8,Yes,2023-12-12,2023,24.0
33966,,,17-11-2023 04:15,Vasai,310,DOMESTIC VIOLENCE,25,M,Knife,Violent Crime,3,No,,2023,
33967,,,16-11-2023 16:13,Delhi,273,CYBERCRIME,36,F,Knife,Other Crime,18,No,,2023,
33968,,,16-11-2023 13:58,Jaipur,135,VEHICLE - STOLEN,43,F,Knife,Violent Crime,18,Yes,2024-02-07,2023,82.0
33969,,,16-11-2023 10:33,Chennai,103,ROBBERY,11,F,Blunt Object,Violent Crime,15,Yes,2024-05-10,2023,176.0
33970,,,16-11-2023 13:16,Hyderabad,346,ILLEGAL POSSESSION,62,F,Blunt Object,Other Crime,13,No,,2023,
33971,,,17-11-2023 05:11,Delhi,164,COUNTERFEITING,18,F,Blunt Object,Other Crime,7,No,,2023,
33972,,,17-11-2023 09:55,Surat,321,PUBLIC INTOXICATION,49,M,Knife,Other Crime,12,Yes,2023-12-03,2023,15.0
33973,,,17-11-2023 05:32,Bangalore,539,ASSAULT,27,M,Explosives,Violent Crime,11,No,,2023,
33974,,,16-11-2023 14:33,Bangalore,540,EXTORTION,26,F,,Other Crime,3,No,,2023,
33975,,,17-11-2023 08:32,Kanpur,218,FIREARM OFFENSE,45,M,Poison,Fire Accident,10,No,,2023,
33976,,,17-11-2023 05:34,Ludhiana,441,PUBLIC INTOXICATION,53,F,Blunt Object,Other Crime,6,No,,2023,
33977,,,16-11-2023 21:06,Delhi,201,VEHICLE - STOLEN,75,F,Other,Violent Crime,18,No,,2023,
33978,,,17-11-2023 14:23,Delhi,149,EXTORTION,63,M,Poison,Other Crime,1,Yes,2024-01-16,2023,60.0
33979,,,17-11-2023 17:32,Bangalore,145,CYBERCRIME,49,M,Knife,Other Crime,17,No,,2023,
33980,,,17-11-2023 13:07,Kolkata,402,COUNTERFEITING,42,F,Knife,Other Crime,4,Yes,2023-12-22,2023,36.0
33981,,,17-11-2023 16:11,Mumbai,291,HOMICIDE,68,F,,Other Crime,6,Yes,2025-07-08,2023,597.0
33982,,,17-11-2023 11:44,Delhi,438,FRAUD,18,F,Other,Other Crime,8,No,,2023,
33983,,,17-11-2023 19:51,Agra,542,CYBERCRIME,53,M,Other,Other Crime,2,Yes,2023-11-26,2023,9.0
33984,,,17-11-2023 06:44,Ahmedabad,283,SEXUAL ASSAULT,25,F,Firearm,Violent Crime,16,No,,2023,
33985,,,17-11-2023 05:54,Kolkata,126,SEXUAL ASSAULT,47,F,Firearm,Violent Crime,6,Yes,2025-07-16,2023,606.0
33986,,,17-11-2023 09:13,Delhi,297,FIREARM OFFENSE,40,M,Poison,Fire Accident,14,Yes,2023-12-02,2023,14.0
33987,,,17-11-2023 19:51,Hyderabad,228,DOMESTIC VIOLENCE,59,M,Explosives,Violent Crime,11,No,,2023,
33988,,,17-11-2023 21:09,Lucknow,542,ILLEGAL POSSESSION,21,F,Knife,Other Crime,15,No,,2023,
33989,,,17-11-2023 21:55,Mumbai,449,FRAUD,26,F,Poison,Other Crime,16,No,,2023,
33990,,,17-11-2023 10:06,Mumbai,488,HOMICIDE,69,F,Other,Other Crime,3,No,,2023,
33991,,,17-11-2023 14:36,Kalyan,402,CYBERCRIME,76,F,Firearm,Other Crime,18,Yes,2023-12-10,2023,20.0
33992,,,17-11-2023 08:30,Bangalore,309,BURGLARY,16,F,,Other Crime,18,No,,2023,
33993,,,17-11-2023 10:32,Pune,375,FRAUD,65,M,Other,Other Crime,3,No,,2023,
33994,,,17-11-2023 10:00,Mumbai,134,SHOPLIFTING,51,F,Other,Other Crime,10,Yes,2023-12-19,2023,30.0
33995,,,17-11-2023 12:15,Mumbai,135,HOMICIDE,51,F,Other,Other Crime,12,No,,2023,
33996,,,18-11-2023 08:40,Kanpur,112,FRAUD,17,F,Firearm,Other Crime,10,Yes,2024-02-15,2023,89.0
33997,,,17-11-2023 23:29,Hyderabad,484,VANDALISM,14,M,Blunt Object,Other Crime,2,No,,2023,
33998,,,18-11-2023 08:44,Kanpur,428,ROBBERY,76,F,Blunt Object,Violent Crime,5,Yes,2024-04-20,2023,153.0
33999,,,18-11-2023 05:25,Ghaziabad,155,ILLEGAL POSSESSION,67,M,Firearm,Other Crime,19,No,,2023,
34000,,,18-11-2023 14:24,Pune,178,ROBBERY,52,F,Knife,Violent Crime,10,Yes,2024-01-14,2023,55.0
34001,,,18-11-2023 06:11,Lucknow,113,ILLEGAL POSSESSION,39,M,Blunt Object,Other Crime,1,Yes,2024-01-03,2023,45.0
34002,,,18-11-2023 16:40,Bangalore,520,IDENTITY THEFT,13,F,Poison,Violent Crime,15,Yes,2023-12-14,2023,25.0
34003,,,18-11-2023 16:18,Jaipur,573,ARSON,35,F,Blunt Object,Fire Accident,5,Yes,2023-12-07,2023,17.0
34004,,,18-11-2023 06:10,Bangalore,145,ILLEGAL POSSESSION,57,F,Blunt Object,Other Crime,10,No,,2023,
34005,,,18-11-2023 15:44,Chennai,171,PUBLIC INTOXICATION,34,F,Knife,Other Crime,4,Yes,2023-12-09,2023,19.0
34006,,,18-11-2023 02:28,Hyderabad,107,VANDALISM,78,F,Explosives,Other Crime,19,No,,2023,
34007,,,18-11-2023 16:57,Ghaziabad,317,IDENTITY THEFT,10,F,Explosives,Violent Crime,11,No,,2023,
34008,,,18-11-2023 03:11,Srinagar,485,IDENTITY THEFT,79,M,Other,Violent Crime,5,No,,2023,
34009,,,18-11-2023 07:47,Thane,502,IDENTITY THEFT,21,F,Firearm,Violent Crime,2,Yes,2023-12-28,2023,40.0
34010,,,18-11-2023 11:21,Kanpur,411,DRUG OFFENSE,16,F,Knife,Other Crime,6,Yes,2023-12-20,2023,31.0
34011,,,18-11-2023 12:49,Hyderabad,363,PUBLIC INTOXICATION,78,F,,Other Crime,3,Yes,2023-12-15,2023,25.0
34012,,,18-11-2023 08:25,Mumbai,363,SHOPLIFTING,57,F,Other,Other Crime,4,No,,2023,
34013,,,18-11-2023 13:14,Bangalore,362,SHOPLIFTING,79,F,,Other Crime,1,Yes,2023-12-01,2023,13.0
34014,,,18-11-2023 05:42,Bangalore,311,SHOPLIFTING,33,F,,Other Crime,7,Yes,2023-12-05,2023,16.0
34015,,,18-11-2023 07:34,Delhi,595,ARSON,39,F,Firearm,Fire Accident,12,Yes,2024-01-23,2023,65.0
34016,,,18-11-2023 10:59,Hyderabad,516,IDENTITY THEFT,11,F,Explosives,Violent Crime,3,Yes,2024-01-26,2023,67.0
34017,,,18-11-2023 20:28,Kanpur,538,KIDNAPPING,76,M,Other,Other Crime,9,Yes,2024-02-03,2023,75.0
34018,,,18-11-2023 22:51,Ahmedabad,149,EXTORTION,25,F,Other,Other Crime,14,No,,2023,
34019,,,19-11-2023 03:23,Delhi,379,ARSON,66,F,Knife,Fire Accident,2,No,,2023,
34020,,,18-11-2023 12:38,Varanasi,140,ROBBERY,55,F,Knife,Violent Crime,5,No,,2023,
34021,,,19-11-2023 06:58,Jaipur,343,BURGLARY,77,M,Explosives,Other Crime,13,No,,2023,
34022,,,19-11-2023 00:35,Bangalore,355,TRAFFIC VIOLATION,24,F,,Traffic Fatality,19,No,,2023,
34023,,,18-11-2023 14:20,Bangalore,183,BURGLARY,58,F,Other,Other Crime,12,Yes,2024-01-21,2023,63.0
34024,,,19-11-2023 07:48,Chennai,561,DOMESTIC VIOLENCE,71,F,Firearm,Violent Crime,2,No,,2023,
34025,,,18-11-2023 17:51,Delhi,597,BURGLARY,39,F,Blunt Object,Other Crime,1,No,,2023,
34026,,,19-11-2023 15:14,Nagpur,275,ILLEGAL POSSESSION,49,F,Blunt Object,Other Crime,9,Yes,2023-12-23,2023,34.0
34027,,,19-11-2023 10:35,Lucknow,512,VANDALISM,37,M,Knife,Other Crime,17,Yes,2024-01-06,2023,48.0
34028,,,19-11-2023 13:38,Mumbai,318,BURGLARY,10,F,Other,Other Crime,1,No,,2023,
34029,,,19-11-2023 11:16,Hyderabad,510,VANDALISM,47,F,,Other Crime,16,Yes,2024-01-31,2023,71.0
34030,,,19-11-2023 03:17,Kolkata,309,CYBERCRIME,54,F,Poison,Other Crime,8,No,,2023,
34031,,,19-11-2023 01:04,Surat,128,DRUG OFFENSE,44,F,Firearm,Other Crime,8,Yes,2023-12-11,2023,20.0
34032,,,19-11-2023 04:37,Ahmedabad,307,ASSAULT,59,M,,Violent Crime,4,Yes,2023-12-05,2023,16.0
34033,,,19-11-2023 00:09,Chennai,530,VEHICLE - STOLEN,13,F,Explosives,Violent Crime,3,Yes,2024-01-07,2023,48.0
34034,,,19-11-2023 20:44,Indore,375,VEHICLE - STOLEN,15,M,Firearm,Violent Crime,8,No,,2023,
34035,,,19-11-2023 09:08,Delhi,329,EXTORTION,38,F,Blunt Object,Other Crime,12,No,,2023,
34036,,,19-11-2023 21:37,Pune,452,VEHICLE - STOLEN,53,F,Firearm,Violent Crime,5,Yes,2023-12-16,2023,26.0
34037,,,19-11-2023 23:29,Chennai,528,BURGLARY,13,F,Firearm,Other Crime,17,No,,2023,
34038,,,19-11-2023 17:44,Ahmedabad,325,KIDNAPPING,11,M,,Other Crime,10,No,,2023,
34039,,,20-11-2023 05:03,Pune,365,COUNTERFEITING,70,F,Explosives,Other Crime,4,Yes,2023-12-04,2023,15.0
34040,,,19-11-2023 16:18,Delhi,122,COUNTERFEITING,15,F,Firearm,Other Crime,11,Yes,2024-01-24,2023,65.0
34041,,,19-11-2023 18:22,Mumbai,115,FIREARM OFFENSE,52,F,Explosives,Fire Accident,2,No,,2023,
34042,,,20-11-2023 06:56,Surat,237,SHOPLIFTING,49,F,Other,Other Crime,3,No,,2023,
34043,,,19-11-2023 23:18,Bangalore,522,ROBBERY,45,F,Other,Violent Crime,3,Yes,2024-02-10,2023,81.0
34044,,,19-11-2023 12:41,Kolkata,194,FIREARM OFFENSE,65,F,Explosives,Fire Accident,7,No,,2023,
34045,,,19-11-2023 17:42,Pune,530,FIREARM OFFENSE,21,M,Firearm,Fire Accident,18,No,,2023,
34046,,,19-11-2023 19:13,Kolkata,319,FRAUD,45,F,Knife,Other Crime,10,No,,2023,
34047,,,20-11-2023 03:43,Delhi,326,KIDNAPPING,53,F,Knife,Other Crime,13,Yes,2024-01-12,2023,51.0
34048,,,19-11-2023 16:25,Pune,365,VANDALISM,75,F,Other,Other Crime,3,No,,2023,
34049,,,19-11-2023 17:32,Pune,431,COUNTERFEITING,24,F,,Other Crime,3,Yes,2024-02-03,2023,75.0
34050,,,20-11-2023 16:43,Kanpur,219,SEXUAL ASSAULT,48,F,,Violent Crime,16,No,,2023,
34051,,,20-11-2023 03:05,Pune,460,ILLEGAL POSSESSION,21,F,Other,Other Crime,14,No,,2023,
34052,,,19-11-2023 22:48,Mumbai,558,ARSON,31,M,Blunt Object,Fire Accident,7,No,,2023,
34053,,,20-11-2023 05:28,Delhi,457,BURGLARY,68,M,Blunt Object,Other Crime,11,No,,2023,
34054,,,20-11-2023 02:04,Delhi,393,ILLEGAL POSSESSION,65,M,Poison,Other Crime,13,Yes,2024-01-30,2023,71.0
34055,,,20-11-2023 21:14,Delhi,324,ILLEGAL POSSESSION,36,F,Blunt Object,Other Crime,10,No,,2023,
34056,,,20-11-2023 08:30,Chennai,512,IDENTITY THEFT,28,F,,Violent Crime,3,No,,2023,
34057,,,20-11-2023 01:44,Hyderabad,342,COUNTERFEITING,45,F,Other,Other Crime,2,No,,2023,
34058,,,21-11-2023 00:01,Mumbai,236,FRAUD,57,M,Blunt Object,Other Crime,7,No,,2023,
34059,,,20-11-2023 17:13,Delhi,143,IDENTITY THEFT,53,M,Other,Violent Crime,9,Yes,2024-01-12,2023,53.0
34060,,,20-11-2023 15:32,Surat,222,VANDALISM,24,F,Other,Other Crime,18,No,,2023,
34061,,,21-11-2023 02:00,Kolkata,206,IDENTITY THEFT,62,M,Blunt Object,Violent Crime,18,No,,2023,
34062,,,20-11-2023 16:46,Chennai,598,ILLEGAL POSSESSION,48,F,Firearm,Other Crime,6,No,,2023,
34063,,,20-11-2023 11:46,Delhi,523,ARSON,23,F,Explosives,Fire Accident,9,No,,2023,
34064,,,20-11-2023 21:40,Delhi,175,FRAUD,46,F,Blunt Object,Other Crime,3,No,,2023,
34065,,,20-11-2023 20:05,Bangalore,145,SEXUAL ASSAULT,31,M,Poison,Violent Crime,4,No,,2023,
34066,,,20-11-2023 18:56,Hyderabad,575,CYBERCRIME,57,F,Explosives,Other Crime,7,Yes,2023-12-14,2023,23.0
34067,,,20-11-2023 15:21,Kolkata,157,BURGLARY,79,M,Firearm,Other Crime,2,No,,2023,
34068,,,20-11-2023 22:37,Mumbai,550,ROBBERY,39,F,Blunt Object,Violent Crime,9,No,,2023,
34069,,,21-11-2023 05:58,Kolkata,426,IDENTITY THEFT,54,F,Firearm,Violent Crime,19,Yes,2024-02-08,2023,78.0
34070,,,21-11-2023 07:36,Chennai,444,VEHICLE - STOLEN,49,F,,Violent Crime,2,Yes,2024-01-23,2023,62.0
34071,,,21-11-2023 10:36,Kolkata,476,DOMESTIC VIOLENCE,61,F,Knife,Violent Crime,15,Yes,2024-01-04,2023,42.0
34072,,,21-11-2023 01:21,Chennai,424,DRUG OFFENSE,70,M,,Other Crime,8,No,,2023,
34073,,,21-11-2023 01:04,Nagpur,406,ILLEGAL POSSESSION,69,F,Poison,Other Crime,19,No,,2023,
34074,,,21-11-2023 15:51,Jaipur,272,ASSAULT,27,M,Firearm,Violent Crime,5,No,,2023,
34075,,,21-11-2023 11:21,Ahmedabad,510,VEHICLE - STOLEN,58,F,Explosives,Violent Crime,1,Yes,2024-01-23,2023,61.0
34076,,,21-11-2023 16:02,Pune,180,TRAFFIC VIOLATION,65,M,Blunt Object,Traffic Fatality,16,No,,2023,
34077,,,21-11-2023 18:32,Delhi,512,HOMICIDE,60,F,Blunt Object,Other Crime,2,No,,2023,
34078,,,21-11-2023 12:12,Pune,518,DOMESTIC VIOLENCE,44,F,,Violent Crime,9,No,,2023,
34079,,,21-11-2023 05:03,Pune,517,BURGLARY,34,F,Blunt Object,Other Crime,9,Yes,2024-02-13,2023,83.0
34080,,,21-11-2023 00:56,Mumbai,157,COUNTERFEITING,36,F,Knife,Other Crime,4,No,,2023,
34081,,,21-11-2023 23:37,Ahmedabad,306,VANDALISM,46,M,Other,Other Crime,19,No,,2023,
34082,,,21-11-2023 01:57,Delhi,580,VEHICLE - STOLEN,45,F,Firearm,Violent Crime,17,Yes,2024-02-06,2023,76.0
34083,,,21-11-2023 18:23,Thane,592,HOMICIDE,16,F,Explosives,Other Crime,7,No,,2023,
34084,,,21-11-2023 23:19,Lucknow,143,BURGLARY,60,M,Firearm,Other Crime,16,Yes,2024-04-04,2023,134.0
34085,,,21-11-2023 20:00,Hyderabad,449,SEXUAL ASSAULT,18,F,Knife,Violent Crime,17,Yes,2025-03-28,2023,493.0
34086,,,22-11-2023 01:16,Nashik,193,VEHICLE - STOLEN,55,F,Other,Violent Crime,19,Yes,2023-12-28,2023,37.0
34087,,,21-11-2023 20:14,Ahmedabad,172,EXTORTION,62,M,Explosives,Other Crime,2,No,,2023,
34088,,,21-11-2023 09:11,Hyderabad,355,FIREARM OFFENSE,42,F,Firearm,Fire Accident,12,No,,2023,
34089,,,22-11-2023 06:21,Bangalore,348,EXTORTION,70,F,Poison,Other Crime,14,No,,2023,
34090,,,21-11-2023 13:30,Delhi,375,EXTORTION,10,M,Firearm,Other Crime,7,No,,2023,
34091,,,22-11-2023 00:31,Ahmedabad,505,FRAUD,68,F,Blunt Object,Other Crime,10,Yes,2024-01-19,2023,57.0
34092,,,22-11-2023 06:33,Lucknow,261,VEHICLE - STOLEN,66,F,Other,Violent Crime,3,Yes,2024-01-21,2023,58.0
34093,,,22-11-2023 07:40,Chennai,591,CYBERCRIME,46,M,,Other Crime,10,No,,2023,
34094,,,21-11-2023 13:35,Delhi,513,ARSON,32,F,Poison,Fire Accident,3,No,,2023,
34095,,,22-11-2023 06:21,Srinagar,222,ASSAULT,11,F,Knife,Violent Crime,2,Yes,2024-01-11,2023,49.0
34096,,,21-11-2023 16:44,Faridabad,145,IDENTITY THEFT,34,F,Firearm,Violent Crime,16,Yes,2024-02-08,2023,77.0
34097,,,22-11-2023 09:42,Thane,442,ARSON,44,M,Firearm,Fire Accident,15,Yes,2024-01-30,2023,68.0
34098,,,22-11-2023 13:35,Surat,552,ARSON,62,F,Poison,Fire Accident,2,No,,2023,
34099,,,22-11-2023 16:26,Chennai,518,FIREARM OFFENSE,27,F,Blunt Object,Fire Accident,7,No,,2023,
34100,,,21-11-2023 20:56,Patna,422,TRAFFIC VIOLATION,42,F,Explosives,Traffic Fatality,2,No,,2023,
34101,,,22-11-2023 15:48,Delhi,193,SHOPLIFTING,77,M,Firearm,Other Crime,1,No,,2023,
34102,,,22-11-2023 12:25,Ghaziabad,140,ARSON,15,F,Firearm,Fire Accident,4,No,,2023,
34103,,,22-11-2023 21:58,Visakhapatnam,519,FIREARM OFFENSE,43,M,Knife,Fire Accident,15,Yes,2023-12-10,2023,17.0
34104,,,22-11-2023 22:03,Delhi,289,ILLEGAL POSSESSION,74,F,Poison,Other Crime,3,Yes,2023-12-08,2023,16.0
34105,,,22-11-2023 09:41,Mumbai,298,CYBERCRIME,69,F,Explosives,Other Crime,7,No,,2023,
34106,,,22-11-2023 05:56,Mumbai,360,FRAUD,78,F,Blunt Object,Other Crime,8,Yes,2024-02-02,2023,70.0
34107,,,22-11-2023 05:53,Thane,559,KIDNAPPING,39,F,Explosives,Other Crime,9,No,,2023,
34108,,,22-11-2023 11:32,Chennai,491,HOMICIDE,23,M,Other,Other Crime,7,No,,2023,
34109,,,23-11-2023 02:12,Delhi,151,HOMICIDE,48,F,Firearm,Other Crime,2,Yes,2024-09-25,2023,306.0
34110,,,22-11-2023 20:24,Mumbai,124,EXTORTION,54,F,Poison,Other Crime,17,Yes,2023-12-01,2023,7.0
34111,,,23-11-2023 00:41,Kolkata,398,VANDALISM,48,M,Blunt Object,Other Crime,4,No,,2023,
34112,,,22-11-2023 07:51,Delhi,448,HOMICIDE,23,M,Other,Other Crime,1,Yes,2025-01-08,2023,411.0
34113,,,23-11-2023 06:07,Agra,307,COUNTERFEITING,26,F,Poison,Other Crime,18,Yes,2023-12-08,2023,13.0
34114,,,23-11-2023 04:41,Surat,292,HOMICIDE,11,M,Firearm,Other Crime,1,No,,2023,
34115,,,22-11-2023 22:55,Mumbai,349,CYBERCRIME,57,F,Blunt Object,Other Crime,14,Yes,2023-12-14,2023,21.0
34116,,,22-11-2023 15:11,Chennai,444,VANDALISM,18,M,Knife,Other Crime,3,No,,2023,
34117,,,22-11-2023 20:57,Chennai,262,EXTORTION,27,F,Poison,Other Crime,11,Yes,2023-12-27,2023,34.0
34118,,,23-11-2023 02:48,Chennai,148,ARSON,16,F,Firearm,Fire Accident,18,No,,2023,
34119,,,23-11-2023 00:09,Mumbai,487,VANDALISM,66,F,Firearm,Other Crime,12,No,,2023,
34120,,,22-11-2023 19:27,Jaipur,345,FRAUD,36,F,Firearm,Other Crime,1,No,,2023,
34121,,,23-11-2023 00:57,Kalyan,121,HOMICIDE,65,M,,Other Crime,10,No,,2023,
34122,,,23-11-2023 05:03,Delhi,389,ASSAULT,37,F,Blunt Object,Violent Crime,16,Yes,2023-12-28,2023,35.0
34123,,,23-11-2023 05:11,Chennai,484,KIDNAPPING,76,F,Explosives,Other Crime,17,Yes,2023-12-12,2023,19.0
34124,,,23-11-2023 17:44,Rajkot,459,VEHICLE - STOLEN,34,M,,Violent Crime,14,Yes,2023-12-13,2023,18.0
34125,,,23-11-2023 14:32,Bangalore,559,DRUG OFFENSE,38,M,Knife,Other Crime,3,Yes,2023-12-25,2023,31.0
34126,,,23-11-2023 11:13,Pune,202,FIREARM OFFENSE,35,M,Blunt Object,Fire Accident,6,Yes,2024-02-18,2023,85.0
34127,,,23-11-2023 11:43,Bhopal,144,KIDNAPPING,51,M,Explosives,Other Crime,19,Yes,2023-12-13,2023,20.0
34128,,,23-11-2023 09:54,Bangalore,112,FRAUD,39,M,Knife,Other Crime,16,Yes,2024-02-06,2023,75.0
34129,,,23-11-2023 12:41,Kolkata,308,KIDNAPPING,38,F,Firearm,Other Crime,11,No,,2023,
34130,,,23-11-2023 04:08,Rajkot,174,EXTORTION,28,F,Other,Other Crime,2,Yes,2024-01-31,2023,68.0
34131,,,23-11-2023 10:37,Bangalore,480,BURGLARY,65,F,,Other Crime,2,Yes,2024-03-30,2023,127.0
34132,,,23-11-2023 15:34,Srinagar,502,CYBERCRIME,31,M,Other,Other Crime,17,No,,2023,
34133,,,23-11-2023 20:22,Delhi,502,TRAFFIC VIOLATION,11,F,Poison,Traffic Fatality,16,Yes,2023-12-10,2023,16.0
34134,,,23-11-2023 17:41,Kolkata,499,CYBERCRIME,36,F,Firearm,Other Crime,14,No,,2023,
34135,,,23-11-2023 18:44,Hyderabad,121,ILLEGAL POSSESSION,33,M,Blunt Object,Other Crime,7,No,,2023,
34136,,,23-11-2023 14:26,Delhi,399,FIREARM OFFENSE,45,M,Poison,Fire Accident,1,Yes,2023-12-22,2023,28.0
34137,,,24-11-2023 01:23,Hyderabad,512,ILLEGAL POSSESSION,46,F,Blunt Object,Other Crime,12,No,,2023,
34138,,,23-11-2023 16:17,Ahmedabad,116,CYBERCRIME,72,F,Explosives,Other Crime,5,Yes,2024-02-10,2023,79.0
34139,,,23-11-2023 13:10,Pune,432,BURGLARY,65,M,Blunt Object,Other Crime,12,No,,2023,
34140,,,24-11-2023 04:36,Bangalore,178,FIREARM OFFENSE,77,F,Poison,Fire Accident,10,Yes,2024-01-10,2023,46.0
34141,,,23-11-2023 22:11,Ahmedabad,493,ARSON,25,F,Blunt Object,Fire Accident,2,No,,2023,
34142,,,24-11-2023 10:48,Lucknow,292,VEHICLE - STOLEN,40,M,Blunt Object,Violent Crime,19,Yes,2024-01-11,2023,47.0
34143,,,24-11-2023 11:29,Agra,211,FRAUD,41,F,Blunt Object,Other Crime,18,No,,2023,
34144,,,23-11-2023 18:16,Chennai,125,ROBBERY,28,F,Explosives,Violent Crime,17,No,,2023,
34145,,,24-11-2023 09:02,Agra,421,FIREARM OFFENSE,55,F,,Fire Accident,9,Yes,2024-02-15,2023,84.0
34146,,,23-11-2023 20:04,Agra,230,CYBERCRIME,76,F,Poison,Other Crime,2,Yes,2023-12-31,2023,35.0
34147,,,24-11-2023 11:01,Hyderabad,562,PUBLIC INTOXICATION,64,F,,Other Crime,12,Yes,2023-12-11,2023,15.0
34148,,,24-11-2023 16:55,Delhi,444,EXTORTION,74,M,Other,Other Crime,4,No,,2023,
34149,,,24-11-2023 08:43,Kolkata,414,TRAFFIC VIOLATION,49,F,Explosives,Traffic Fatality,17,Yes,2023-11-30,2023,5.0
34150,,,24-11-2023 18:36,Surat,204,EXTORTION,75,F,Poison,Other Crime,9,Yes,2023-12-31,2023,37.0
34151,,,24-11-2023 10:19,Kolkata,229,IDENTITY THEFT,30,M,Other,Violent Crime,15,Yes,2023-12-12,2023,16.0
34152,,,23-11-2023 23:24,Ghaziabad,277,DRUG OFFENSE,23,M,Other,Other Crime,10,Yes,2024-02-03,2023,70.0
34153,,,24-11-2023 14:24,Ghaziabad,112,DRUG OFFENSE,12,M,,Other Crime,18,No,,2023,
34154,,,24-11-2023 20:56,Ahmedabad,337,TRAFFIC VIOLATION,19,F,Knife,Traffic Fatality,3,No,,2023,
34155,,,24-11-2023 03:12,Visakhapatnam,410,HOMICIDE,43,F,Knife,Other Crime,15,No,,2023,
34156,,,24-11-2023 07:51,Vasai,287,HOMICIDE,59,M,Poison,Other Crime,1,Yes,2025-10-19,2023,695.0
34157,,,25-11-2023 01:23,Ahmedabad,566,CYBERCRIME,23,F,Blunt Object,Other Crime,16,No,,2023,
34158,,,24-11-2023 12:03,Delhi,430,FRAUD,64,F,Blunt Object,Other Crime,15,No,,2023,
34159,,,24-11-2023 07:17,Hyderabad,320,ASSAULT,50,F,Poison,Violent Crime,8,Yes,2023-12-06,2023,12.0
34160,,,24-11-2023 16:10,Ahmedabad,169,DRUG OFFENSE,60,F,Firearm,Other Crime,4,No,,2023,
34161,,,24-11-2023 19:14,Bangalore,351,COUNTERFEITING,74,F,Firearm,Other Crime,18,Yes,2023-12-22,2023,25.0
34162,,,25-11-2023 02:40,Surat,330,SHOPLIFTING,45,F,Firearm,Other Crime,1,Yes,2024-02-05,2023,70.0
34163,,,25-11-2023 03:25,Mumbai,598,ROBBERY,21,F,,Violent Crime,12,Yes,2024-03-16,2023,113.0
34164,,,25-11-2023 00:34,Faridabad,381,DOMESTIC VIOLENCE,56,F,Other,Violent Crime,4,No,,2023,
34165,,,24-11-2023 18:39,Indore,514,PUBLIC INTOXICATION,26,M,Blunt Object,Other Crime,17,Yes,2023-12-05,2023,10.0
34166,,,24-11-2023 22:37,Delhi,433,KIDNAPPING,44,F,,Other Crime,18,Yes,2023-12-25,2023,29.0
34167,,,24-11-2023 14:34,Bangalore,177,PUBLIC INTOXICATION,21,M,Explosives,Other Crime,1,Yes,2023-12-05,2023,9.0
34168,,,25-11-2023 11:46,Delhi,243,FIREARM OFFENSE,58,M,Blunt Object,Fire Accident,11,Yes,2024-01-25,2023,61.0
34169,,,25-11-2023 03:11,Ludhiana,543,HOMICIDE,24,M,Other,Other Crime,11,No,,2023,
34170,,,25-11-2023 14:04,Hyderabad,400,EXTORTION,74,F,,Other Crime,8,No,,2023,
34171,,,24-11-2023 22:40,Indore,179,EXTORTION,76,M,Firearm,Other Crime,15,No,,2023,
34172,,,25-11-2023 09:31,Thane,567,IDENTITY THEFT,46,F,Other,Violent Crime,9,No,,2023,
34173,,,25-11-2023 05:09,Vasai,371,DRUG OFFENSE,33,F,Explosives,Other Crime,11,Yes,2023-12-11,2023,16.0
34174,,,25-11-2023 11:28,Bangalore,221,CYBERCRIME,30,F,Poison,Other Crime,16,No,,2023,
34175,,,25-11-2023 00:30,Delhi,193,SHOPLIFTING,59,M,Knife,Other Crime,2,No,,2023,
34176,,,25-11-2023 17:12,Lucknow,361,ASSAULT,35,F,Blunt Object,Violent Crime,9,Yes,2023-12-30,2023,34.0
34177,,,25-11-2023 12:59,Ghaziabad,342,KIDNAPPING,71,M,,Other Crime,14,No,,2023,
34178,,,25-11-2023 13:32,Hyderabad,382,DRUG OFFENSE,44,F,Knife,Other Crime,8,No,,2023,
34179,,,25-11-2023 08:33,Nashik,524,KIDNAPPING,58,M,Firearm,Other Crime,5,No,,2023,
